Entity Type,Medical Device,Regulatory Notes,Context_Multiplier,Estimate Repair Price (USD),Adjusted Estimate Repair Price (USD),Final Estimated Repair Price (USD),Estimate Purchase Price (USD),Annual Maintenance Cost (USD),"Total Cost of Ownership (5 Years, USD)"
PET/CT center,Weighing scale,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17500,119500,8779.55,207000
PET/CT center,Heparin pump,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17750,119000,8849.65,207500
PET/CT center,Endoscope (rigid/flexible),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,2550,25750,1685.86,40500
PET/CT center,Video tower,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,18000,128000,9337.98,219500
PET/CT center,Suction,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,550,4000,432.39,7500
PET/CT center,Microscope,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,500,3500,252.85,6000
PET/CT center,Audiometer,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,600,4350,304.69,7250
PET/CT center,Tympanometer,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,590,4000,282.45,7000
PET/CT center,Cystoscope,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,2450,24000,1711.71,38750
PET/CT center,Uroflowmetry system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17500,128000,8792.32,215500
PET/CT center,ESWL (lithotripsy)*,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,18000,126000,8424.95,213000
PET/CT center,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17750,459500,41939.86,713500
PET/CT center,CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,8750,156500,16802.35,262500
PET/CT center,DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17750,125000,7878.48,209000
PET/CT center,Gastroscope,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,2425,16500,1198.58,28500
PET/CT center,Colonoscope,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,2525,17000,1106.57,28750
PET/CT center,Light source,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,900,8750,562.8,13750
PET/CT center,ESU,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,940,4550,392.57,8750
PET/CT center,C-arm,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,7250,69500,6796.23,121500
Cardiac imaging lab,MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,23000,595000,57157.45,938500
Cardiac imaging lab,CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11000,200500,20426.49,330000
Cardiac imaging lab,Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,4475,43750,4298.58,76500
Cardiac imaging lab,Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,5500,68000,6410.53,114000
Cardiac imaging lab,Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1525,12250,1032.73,21250
Cardiac imaging lab,DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22750,154000,10082.09,261500
Cardiac imaging lab,PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1500,10500,718.52,17750
Cardiac imaging lab,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,23250,554500,53823.24,881500
Cardiac imaging lab,CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11250,207500,20628.32,339000
Cardiac imaging lab,DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22250,155500,11589.86,269000
Cardiac imaging lab,PACS,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1475,10750,824.87,18500
Vascular lab,MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22000,533500,53948.53,858000
Vascular lab,CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11250,198000,19855.06,325500
Vascular lab,Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,4275,42250,3881.05,72500
Vascular lab,Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,5750,67000,7080.34,117000
Vascular lab,Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1525,12250,954.74,20750
Vascular lab,DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,21750,150500,9637.91,253000
Vascular lab,PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1500,10250,746.22,17750
Vascular lab,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,23000,602500,65079.88,985500
Vascular lab,CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11500,211000,19855.08,339000
Vascular lab,DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22250,158500,10881.64,268500
Vascular lab,PACS,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1450,10500,679.75,17500
Bone density (DEXA),MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,18000,471500,50284.41,768000
Bone density (DEXA),CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,9250,170000,16430.51,275500
Bone density (DEXA),Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,3525,35000,3680.95,62000
Bone density (DEXA),Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,4575,56500,5834.96,97000
Bone density (DEXA),Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,1225,9750,721.43,16500
Bone density (DEXA),DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,18500,131500,8582.57,220500
Bone density (DEXA),PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,1225,8750,582.71,14750
Bone density (DEXA),MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,18250,451000,49068.54,742000
Bone density (DEXA),CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,9000,164000,15085.79,262000
Bone density (DEXA),DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,18750,128500,8830.34,219500
Bone density (DEXA),PACS,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,1200,8250,556.63,14000
Interventional radiology,MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22500,583000,64097.51,959500
Interventional radiology,CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11250,206000,19776.68,333000
Interventional radiology,Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,4475,44750,4057.85,76000
Interventional radiology,Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,5500,63000,6422.2,109000
Interventional radiology,Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1475,11750,959.29,20250
Interventional radiology,DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22750,165000,11897.14,281500
Interventional radiology,PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1500,10250,763.79,17750
Interventional radiology,Endoscope (rigid/flexible),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,3150,31750,2101.99,50000
Interventional radiology,Video tower,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22750,161000,11035.2,273000
Interventional radiology,Suction,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,690,4825,441.56,8750
Interventional radiology,Microscope,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,630,4425,299.87,7500
Interventional radiology,Audiometer,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,760,5250,355.19,9000
Interventional radiology,Tympanometer,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,760,5250,345.35,9000
Interventional radiology,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22000,555000,54140.97,880500
Interventional radiology,CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11500,201000,21975.04,339500
Interventional radiology,Fluoroscopy,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,7500,77500,5895.6,125500
Interventional radiology,Mammography,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,5500,65500,6864.2,113500
Interventional radiology,DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22750,158000,11858.03,274000
Interventional radiology,PACS,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1500,10500,756.46,18000
Angiography lab,MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,23000,562000,52906.07,884000
Angiography lab,CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11000,196000,17919.49,313000
Angiography lab,Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,4275,40750,4433.12,73500
Angiography lab,Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,5750,66500,6738.83,114500
Angiography lab,Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1525,12500,985.09,21250
Angiography lab,DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,21750,152500,10394.9,259000
Angiography lab,PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1525,11250,826.85,19250
Angiography lab,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22000,539500,57898.56,884000
Angiography lab,CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11250,198000,20169.99,327000
Angiography lab,DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22250,157000,10406.27,264500
Angiography lab,PACS,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1500,10500,800.86,18250
Electrophysiology lab,MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22750,575000,58115.19,922500
Electrophysiology lab,CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11500,199000,19065.94,323000
Electrophysiology lab,Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,4325,44000,4144.71,75500
Electrophysiology lab,Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,5500,68000,7134.19,117500
Electrophysiology lab,Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1475,12250,910.29,20500
Electrophysiology lab,DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22750,160500,10528.05,270000
Electrophysiology lab,PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1500,10500,728.36,18000
Electrophysiology lab,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,23000,603500,61209.97,967000
Electrophysiology lab,CT,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,11000,204000,20504.71,334000
Electrophysiology lab,DEXA,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,22250,157000,11771.47,271500
Electrophysiology lab,PACS,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1.25,18000,22500,1475,10500,773.86,18000
Ophthalmic imaging,MRI scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17750,446000,46563.73,723000
Ophthalmic imaging,CT scanner,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,8750,163000,17210.84,271000
Ophthalmic imaging,Digital X-ray,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,3600,36500,3525.81,63000
Ophthalmic imaging,Mammography system,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,4375,53500,4980.27,89500
Ophthalmic imaging,Ultrasound,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,1225,10000,728.31,16750
Ophthalmic imaging,DEXA (bone densitometer),ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17000,115000,7806.99,196500
Ophthalmic imaging,PACS workstation,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,1225,8750,610.63,14750
Ophthalmic imaging,MRI,ACR Accreditation; NRC/State Radiation; MQSA (mammography); HIPAA; OSHA; IAEA Basic Safety Standards; EURATOM (EU),1,18000,18000,17500,448500,46525.64,725000
